	Sentence	Question
789	They don't like you.	False
790	How many pieces of baggage do you have?	True
791	Please shut the door.	False
792	No sooner had he met his family than he burst into tears.	False
793	I want to talk with the manager about the schedule.	False
794	Will you sign it for me?	True
795	You are a toilet!	False
796	I'm not sure I want to see this.	False
797	You can't smoke here.	False
798	Is this book Tom's?	True
799	Can you get help for him?	True
800	He teaches English to his friends.	False
801	Tom doesn't think it's true.	False
802	Mary loves going out.	False
803	Which railroad do you prefer to travel on?	True
804	I owe you an explanation.	False
805	What a selfish woman!	False
806	We haven't been able to find out much yet.	False
807	Where was the knife found?	True
808	I'm at the airport.	False
809	I'm not stupid enough to lend him money.	False
810	I hope Tom had a good time.	False
811	Can you remember the first time you swam?	True
812	Who are the two women over there?	True
813	This story is interesting, funny and even exciting.	False
814	We made some poor decisions.	False
815	He slept all day.	False
816	The worried housewife heard the telephone ring and quickly picked up the receiver.	False
817	They promise us the moon, but I suspect we can wait for the fulfillment of those promises till hell freezes over.	False
818	She made me swear not to say anything.	False
819	What do these symbols mean?	True
820	They took away my daughter.	False
821	"""I can't find Tom."" ""Try ringing him."""	False
822	We are his sons.	False
823	When are you going to leave for London?	True
824	I don't think that could happen.	False
825	I don't want war.	False
826	It can't be them.	False
827	Tom was laughing hysterically.	False
828	My parents love each other.	False
829	Leave the books and magazines as they are.	False
830	Where can dollars be exchanged for pounds?	True
831	This is the central problem of postwar immigration.	False
832	We weren't able to buy tickets, so we didn't go to the concert.	False
833	I can't understand why he did that.	False
834	Ken put his shirt on inside out.	False
835	"""I'll be working all weekend."" ""Why? What happened to the other cleaning lady?"" ""Oh, so I'm a cleaning lady now? Thank you for the promotion."""	True
836	I wonder what ever happened to Tom.	False
837	Do you sell the hibiscus?	True
838	Aren't they Englishmen?	True
839	It's not healthy for you.	False
840	I'm glad you like him.	False
841	Tom isn't the only one who thinks that way.	False
842	Tom said he'd never seen it.	False
843	I kind of liked Tom.	False
844	If I go to the party, I'll take some bottles of wine.	False
845	Have you ever played Angry Birds?	True
846	Tom was married to a Canadian.	False
847	bell hooks doesnâ€™t capitalise her pen name.	False
848	The view of the ocean from the road was spectacular.	False
849	What's that very tall building?	True
850	If I were you, I would wait and see.	False
851	Tom said Mary was driving the car.	False
852	Are you getting bored?	True
853	Maybe I should've told him.	False
854	If Tom said three hundred dollars, he meant three hundred dollars.	False
855	You shouldn't have eaten that.	False
856	He is constantly finding fault with other people.	False
857	"""Is that an illegal taxi?"", I asked him."	True
858	We have work to do.	False
859	Tom promised to wait.	False
860	Tom hasn't had any other girlfriends since Mary.	False
861	You have to be quick.	False
862	Tom suggested that I paint my room a light blue.	False
863	You can eat lunch here in this room.	False
864	I'm buying so many bottles tomorrow.	False
865	I tried to understand what had happened.	False
866	"When the little boy was told by his mother, ""We are here to help other people,"" he asked, ""What are the other people for?"""	True
867	Let's hope next year will be better.	False
868	I want them to lose.	False
869	This road leads you there.	False
870	She studies English every day.	False
871	To tell the truth, that actor is married.	False
872	Culture destroys language.	False
873	I wish I hadn't told anyone.	False
874	He whispered sweet nothings into her ear.	False
875	Watch your step in dark alleys.	False
876	Chess is a highly intellectual game.	False
877	It's easy to find an example.	False
878	We understand the necessity of studying.	False
879	Can you tell the difference between granite and sandstone?	True
880	Tom didn't meet anyone.	False
881	The question is how to avoid nuclear war.	False
882	Can you leave the light off?	True
883	All of the classmates waited for Takeshi.	False
884	I have one sister.	False
885	It's Tom's birthday tomorrow.	False
886	I want you to listen to me very carefully.	False
887	Watch out for falling objects!	False
888	Do you sell alarm clocks?	True
889	I really like city life.	False
890	Who is the manager?	True
891	Where do we need to go?	True
892	Is there anything Tom can't do?	True
893	I can't afford to buy it.	False
894	I am awkward with numbers.	False
895	I was abashed when my mistakes were pointed out.	False
896	"In California are the famous big trees, or ""forest kings"" as they are called."	False
897	Is your baby sleeping?	True
898	Why should they hide?	True
899	We must keep the children from danger at all costs.	False
900	I could fire you for that.	False
901	There are two staircases in my house.	False
902	We grouped ourselves round our teacher.	False
903	I catch a cold easily.	False
904	Tom can speak only a little French.	False
905	He is doing research in sociology.	False
906	Why should I do that?	True
907	Do people ever accuse you of being obstinate?	True
908	I just got out of a relationship.	False
909	Tom just showed up.	False
910	Do you think we'll make the train?	True
911	Tom was too fat for Mary.	False
912	There won't be a next time.	False
913	This child's behaviour is just terrible.	False
914	The sugar is sweet.	False
915	Do you have any soft drinks?	True
916	Is that a fair share?	True
917	You can't go home until 2:30.	False
918	"""Would you mind opening the window?"" ""Of course not."""	True
919	Stay away from my daughter.	False
920	What is the cheapest restaurant around here?	True
921	Everyone speaks well of him.	False
922	His feelings were not reciprocated.	False
923	How much rent does Tom charge you?	True
924	She buys us shoes.	False
925	Where are Tom's things?	True
926	He's an absolute fool.	False
927	You don't do a useful snitch of work.	False
928	Yes, truthfully, until it was right in front of me like this, I half-doubted it ...	False
929	He has come down in the world.	False
930	I ran into Tom at a conference three weeks ago.	False
931	Everything is expensive here.	False
932	Today it's Wednesday, isn't it?	True
933	We have to find out what we're supposed to do.	False
934	She poked her sister in the eye with a stick.	False
935	I want to see the world.	False
936	You probably don't even remember me.	False
937	Please keep the fire burning.	False
938	Impossible isn't French.	False
939	What is in this box?	True
940	We'll have to have a little discussion regarding that last point.	False
941	They fled through a secret passageway.	False
942	Close the door before going to bed.	False
943	Did you give the order?	True
944	How many aspirin do you take a day?	True
945	I cannot agree with you on the matter.	False
946	What's the definition of jazz?	True
947	Maybe I'll bring her.	False
948	To hear him speak English, you would take him for an Englishman.	False
949	Hammer the nail in.	False
950	You haven't any money.	False
951	He complained that the soup was too hot.	False
952	Once you hesitate, you are lost.	False
953	Tom doesn't understand why.	False
954	Robert, did you water the plants today?	True
955	The emergency phone number for all Europe is 112.	False
956	I didn't see them do that.	False
957	I really like your eyes.	False
958	The fancy restaurant has become a dive.	False
959	I gelded one.	False
960	We have come to an arrangement with the dealer about the price.	False
961	I can do no other than agree with all that you have said.	False
962	How much effort does it take to get your first job?	True
963	Aren't you missing anyone?	True
964	Where did you hear that story?	True
965	Tom had never had time to read anything other than textbooks when he was a student.	False
966	Taro plays the guitar better than any other boy in his class.	False
967	Last month they had a lot of rain in France.	False
968	The victims are entitled to compensation for their injuries.	False
969	How can one be so stupid?	True
970	Would you go to the supermarket and get some butter?	True
971	I think him unkind.	False
972	Tom knows how to do that.	False
973	Is it always so crowded here?	True
974	Could you change these for me, please?	True
975	If anyone comes in my absence, tell him that I won't come back till evening.	False
976	Miguel no longer eats with the voracity that he used to.	False
977	I'll bring Tom.	False
978	Were I you, I would study harder.	False
979	I guess you're right, Jane.	False
980	I don't want her in this room.	False
981	Can you close the door?	True
982	Tom broke down.	False
983	I fell madly in love with him.	False
984	I think you ought to postpone the meeting.	False
985	Mr Tanaka is a doctor, isn't he?	True
986	We're so excited.	False
987	She broke away crying.	False
988	Since when do you care what anyone thinks?	True
989	I know Tom's house is for sale.	False
990	You'll have to stand on your toes to see.	False
991	Tom looked all over, but he couldn't find the secret door.	False
992	I've never even met them.	False
993	This is just one example.	False
994	I lost the eyesight in my right eye two years ago.	False
995	I am pegging up my baby's clothes.	False
996	I'm enjoying myself.	False
997	Tom lugged his suitcase up the stairs.	False
998	Without her help, I couldn't have finished my task.	False
999	Does he work?	True
